"varame","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","rhat"
"be[1]",44.491029257606,0.88095658215011,42.7846382300274,43.8663877794325,44.518761447534,45.0857359489396,46.2023631718653,1.0015780023558
"be[2]",7.13455483489862,0.93547645644994,5.39710362869679,6.48526969553585,7.1180840294899,7.74507692348312,9.08461269876383,1.00089204296159
"be[3]",5.29890578592765,0.78643619081562,3.73027539110312,4.76698380796569,5.29391010776247,5.86098889352302,6.81762156799749,1.00115471346354
"be[4]",6.00223374130036,0.922616633986425,4.13140897101208,5.40436570475475,5.9919240256816,6.60574927324751,7.8490825163115,1.00231417816971
"s_1",6.01295678841089,0.896497520102924,4.26220714696226,5.39349925240248,6.02203560296114,6.62562102271464,7.77524419631209,1.00620077573039
"s_2",14.2771737394386,0.53566633578585,13.2557143185273,13.9122767620739,14.2582524201068,14.6374869130227,15.3479063982494,1.00145665874774
"sgm",9.778303353281,0.265536497249022,9.2803098704345,9.59913167509884,9.76885925491844,9.95019318281666,10.3210122237374,1.0012671776483
"g",7.81336605499736,12.233627259051,1.27482061935697,2.77180493827826,4.5290790333229,8.17977094151369,32.9447269164268,1.00090171019185
