"","varame","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","rhat"
"1","be[1]",42.9245037674148,5.24320615903006,32.4827842085781,39.459019565369,42.9503180860335,46.4079417062716,53.285523866259,1.0001114046231
"2","be[2]",2.62611599237418,9.04054922900274,-15.6795339712548,-3.18431516483495,2.76312482728861,8.64974507951321,19.9840313934854,1.00004335347256
"3","be[3]",12.0548591040962,8.96598734870632,-5.22013380147466,6.07448038401375,11.8254792988602,17.8276486008709,30.36386411777,1.00000073351536
"4","be[4]",5.90513918840309,10.5149862965426,-14.8407912296093,-1.0479612142802,5.90822093150622,12.8007600441802,26.7417510501054,1.00007388395604
"5","s_1",2.84597999444852,2.21926657931949,0.10379658136178,1.10256088074558,2.37149408999902,4.05549382844722,8.26192466614123,1.00001753814872
"6","s_2",2.91179545646892,2.27115124996134,0.112635049322248,1.12877883483882,2.42418323608633,4.17844749314236,8.48870992044636,1.0000207927472
"7","sgm",20.4065279286376,2.85617749673282,15.7721309416663,18.3812784346354,20.0844756263325,22.0760870635412,26.8455474567499,1.00007069372084
"8","g",11.9516141115583,28.9855377271851,1.79381760851373,4.12572686342074,6.86769005354488,12.249122409271,50.9826681589754,1.00013571926182
