"varame","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","rhat"
"be[1]",43.5968121772472,0.804350971381812,42.0954994205376,43.0491822604254,43.6302543444503,44.136807278282,45.2474297225643,1.00336384411115
"be[2]",7.39239569671905,0.609510886959495,6.19912204719609,6.98956619122553,7.40602046287456,7.80444096870604,8.53395078925453,1.00080293266907
"be[3]",5.89822218875369,0.775595642136585,4.49340452646232,5.36406593760705,5.90950000626528,6.40728771139183,7.44167201017826,1.00677124688685
"be[4]",7.80135897309261,0.602737867178174,6.58530227593645,7.36578415631363,7.80741881566219,8.22055692017409,8.96228857610679,0.999359159070394
"s_1",6.9105596605632,0.784702762490749,5.32204560319976,6.37497269113845,6.90269790026799,7.43683954027316,8.45749905251486,0.999947380954978
"s_2",13.8983130667778,0.460731430845341,13.0009799264857,13.5925678075908,13.8829270039407,14.1829542648121,14.8390330030442,1.00448993142997
"sgm",10.0642511517783,0.22938191102558,9.62601024037597,9.90661907154304,10.0539932007297,10.2156364534614,10.5168864924492,0.999603977434677
"g",9.009422983396,13.1643775774814,1.27191613168503,3.26488155188852,5.45738892634553,9.5719527057073,37.5245956871044,1.00538658132032
