"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat"
"sgm",19.7280241564665,2.83795129075439,15.1103209477845,17.8320851243155,19.4271249428388,21.3171077701309,25.9265403729529,1.00055704554809
"s_1",1.911499393108,1.18343986982049,0.642401128504974,1.09131032220888,1.67303448749491,2.51682119448204,4.20227245922984,1.00030376105141
"s_2",1.07703310460092,0.369394506223816,0.64227323295603,0.849746020071141,0.996611220218728,1.15000046812916,2.16724133357943,1.0001023549389
"be_1",40.4088543167994,4.2935281168483,32.2547909470061,37.6015851365425,40.3659541763289,43.1437433872283,49.3042188667289,0.999516423772468
"be_2",19.5481162662585,7.74449577405128,6.97125431156485,13.6442112154488,19.0475996669036,24.5386860354204,36.6173443968342,1.00139133885129
"be_3",8.56124653903677,9.69749953031867,-10.1024509573844,1.87661158127283,8.82887256159096,15.1323390220055,27.7146306192479,0.999088738293849
"be_4",8.43447809160639,10.3464831555138,-12.2136754523138,1.68971070103439,8.43535366239921,15.6882827725453,28.0711150609491,0.999776162229146
"g",5.90432654299708,4.76894437678043,1.53711674074316,2.9218976268815,4.38710361465648,7.15931160772421,20.1267698857346,0.999622050704956
