"","varame","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","rhat"
"1","be[1]",43.5535888546665,0.963219358835724,41.659639171718,42.9225062204043,43.5499354977097,44.1877531283913,45.4621885603806,1.00018550363767
"2","be[2]",6.84676324361124,1.31815300096387,4.20860192976151,5.96486647249441,6.86209585901614,7.73951563745438,9.42849274065867,1.00032527539099
"3","be[3]",7.96747892917272,1.31893870184633,5.42924660427029,7.07870691305553,7.97447358910201,8.84534256038308,10.5990817848001,1.00025332722111
"4","be[4]",6.22437313798606,1.64762880231209,3.03931674975706,5.13070983295876,6.22241432759826,7.31117220053965,9.45760898579144,1.00044555966657
"5","s_1",6.6554963816613,0.78992635902084,5.15928491016245,6.12365234132373,6.64668312982911,7.17578850107212,8.26862564494567,1.00056291781847
"6","s_2",1.84764576383458,1.35993060440461,0.0756790286157724,0.75791113826208,1.58949889600118,2.66687859056585,4.96374963134132,1.00022627661702
"7","sgm",17.0850537292643,0.444230691087103,16.2126505235039,16.7914174607241,17.0837077315434,17.3792115461856,17.9751151216551,1.00019756893973
"8","g",9.78787563755818,23.516682175028,1.48405995803031,3.44556847101811,5.71663424335216,10.2137689573917,41.3110802397873,1.00047744545442
