"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat"
"sgm",18.4426290760409,0.592881412959349,17.3515877482603,18.010348656356,18.4576336549583,18.8302459763734,19.6182777495858,1.00146003568315
"s_1",3.51898552260712,0.880284704793025,2.16863971715096,2.86073445797393,3.41163962858098,4.06049707667979,5.57439322322518,0.999862574351578
"s_2",0.533524357554507,0.209008358383424,0.273418170529809,0.34432463776128,0.490458692334317,0.713866468720154,0.980316777798344,1.00068212782426
"be_1",45.3307644576835,0.977818828601099,43.3921742908145,44.6755070880158,45.3210652649378,45.9574695037713,47.1347428381759,0.999945082159148
"be_2",NA,NA,NA,NA,NA,NA,NA,NA
"be_3",4.96450739061698,2.09407873877346,0.433608966040318,3.65658566496221,4.96886628566557,6.33676123190286,9.00023184412779,0.999640198465491
"be_4",4.1452081399361,2.30319573734292,-0.407369847113407,2.55126600308335,4.06763153980366,5.70689275092894,8.68128358130926,0.999740524395982
"g",22.0580806353186,53.423466458116,2.35845780149935,5.36134602689776,9.53904473133569,19.2977957470942,117.195032461646,1.00040738348323
