"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat"
"sgm",10.0280216296386,0.242200005554042,9.56817578723344,9.86268449970789,10.0283460850669,10.1900885675442,10.5236010641508,0.999851564443085
"s_1",6.83466220311781,0.773919407136941,5.40336909343938,6.31108486340128,6.81609383899711,7.33995851521944,8.4602347536591,1.00371563749964
"s_2",13.9003701367693,0.477222726570317,12.9935178066276,13.5786083224853,13.8814684921965,14.2053479934023,14.9028132560016,1.00224502277633
"be_1",43.4873608843259,0.805082749770206,41.9558964952222,42.9421494737441,43.4936253828166,44.0178682513805,45.1315699208787,0.999334389491024
"be_2",8.95312214678457,0.812439376861105,7.3219119261211,8.42862474222971,8.95989001438137,9.50333686102972,10.5061059762734,0.999298286468554
"be_3",5.86615306634999,0.778330290617691,4.35262355964851,5.35425516175977,5.85867542601439,6.38283781159754,7.37197531830915,1.00419843014109
"be_4",6.44028046010287,0.7693486045715,4.92470848168075,5.93365490368289,6.42692780432603,6.96025012576645,7.98406009668415,0.999488852943241
"g",4.36613835767742,4.93964121948043,1.04590838480775,2.07772172874687,3.13167436201145,4.94110341889096,15.4474441549044,0.999325247710726
