"varame","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","rhat"
"be[1]",43.5666866183459,0.842356783767866,41.9710975196667,42.9949421125464,43.5453059649812,44.1243244422198,45.2907304903859,1.00006913363429
"be[2]",8.80155242984874,0.772814552507491,7.30329351370023,8.26803828352375,8.80795411135615,9.3279647045607,10.2741188338701,1.00061287569267
"be[3]",5.87248514343122,0.783879931627608,4.27087314526658,5.37027793410276,5.87950144253981,6.38459749303882,7.41519707081921,1.00001844650459
"be[4]",6.43589014973691,0.809218986589091,4.8796833417813,5.89135056295335,6.43962588041068,6.97799813010091,8.01476427138636,1.00045287646558
"s_1",6.83892152418633,0.785007005638272,5.32998655043726,6.2945260651623,6.83040865311775,7.36661189428346,8.38914863301988,1.00259070111181
"s_2",13.8853463788996,0.445731713065577,13.032458727147,13.5838231384215,13.882182324011,14.1813424931121,14.7864541403105,1.00025676723023
"sgm",10.0430633896356,0.236763237357928,9.60140843273096,9.88260195987079,10.039566984643,10.1949316331855,10.5354359082938,1.00103481127365
"g",9.0740220875648,14.0461312383158,1.51373893588777,3.26762601472324,5.50204522478896,9.80924836412111,39.4779850469037,0.999918667808331
